2001:1600:13:100:f816:3eff:fea0:1ae7    # madskis.com
2606:4700:3036::ac43:b11b               # pr.blogflux.com
2606:4700:3036::ac43:b14f               # ylnrfnryvkjmh.website
2606:4700:3036::ac43:b1ca               # clhxzrqdatxqm.store
2606:4700:3036::ac43:b27b               # gmjzmwcxhonly.rocks
2606:4700:3036::ac43:b27c               # mobile-ads.gaygalls.net
2606:4700:3036::ac43:b2a1               # sezonlukdizi.com
2606:4700:3036::ac43:b30e               # wcpgtxpzhpdgy.website
2606:4700:3036::ac43:b326               # adzmob.com
2606:4700:3036::ac43:b3d6               # adsmg.fanfox.net
2606:4700:3036::ac43:b474               # dqqdbvsqatomy.space
2606:4700:3036::ac43:b4d1               # lhwimdpdjajfx.rocks
2606:4700:3036::ac43:b5b8               # onclicksuper.com
2606:4700:3036::ac43:b5d0               # funcallback.com
2606:4700:3036::ac43:b60f               # wbygrybvjjksf.site
2606:4700:3036::ac43:b665               # affiliatenetwork.co.za
2606:4700:3036::ac43:b6c2               # stats.petrotimes.vn
2606:4700:3036::ac43:b80a               # vjhrosnrvxola.site
2606:4700:3036::ac43:b81f               # fjaqxtszakk.com
2606:4700:3036::ac43:b840               # kbjn-sibltg.icu
2606:4700:3036::ac43:b873               # cskcnipgkq.club
2606:4700:3036::ac43:b893               # hqmwsnmnyxkyo.space
2606:4700:3036::ac43:b8a5               # justad.mobi
2606:4700:3036::ac43:b8af               # nuolvunldkuuy.space
2606:4700:3036::ac43:b8c0               # ad.vkool.net
2606:4700:3036::ac43:b8ca               # yieldtraffic.com
2606:4700:3036::ac43:b943               # ftgprtrhfntks.today
2606:4700:3036::ac43:b957               # rkomf.com
2606:4700:3036::ac43:b964               # rtbbpowaq.com
2606:4700:3036::ac43:b97b               # exweuxkvvckho.website
2606:4700:3036::ac43:b9de               # qbnvdctsmxqhr.website
2606:4700:3036::ac43:ba17               # waazgwojnfqx.life
2606:4700:3036::ac43:ba23               # analytics.jamstackvietnam.com
2606:4700:3036::ac43:ba7b               # lsjne.com
2606:4700:3036::ac43:ba80               # 3ng6p6m0.de
2606:4700:3036::ac43:ba99               # aiqezguzrblsx.online
2606:4700:3036::ac43:bab6               # redvil.co.in
2606:4700:3036::ac43:bac5               # adz.mobi
2606:4700:3036::ac43:baef               # plausible.vucar.vn
2606:4700:3036::ac43:baf7               # zaxzijfoybgzs.online
2606:4700:3036::ac43:bb03               # bestconvertor.club
2606:4700:3036::ac43:bb43               # can-get-some.in
2606:4700:3036::ac43:bbc9               # massbrag.care
2606:4700:3036::ac43:bbd3               # webstats1.com
2606:4700:3036::ac43:bbdb               # vsdiz.xyz
2606:4700:3036::ac43:bbe3               # qfdn3gyfbs.com
2606:4700:3036::ac43:bbfa               # siblpnvryviqz.website
2606:4700:3036::ac43:bc0f               # blok.link
2606:4700:3036::ac43:bc11               # newrrb.bid
2606:4700:3036::ac43:bc13               # eclipse-adblocker.pro
2606:4700:3036::ac43:bc18               # rigill.com
2606:4700:3036::ac43:bc3e               # tbjrtcoqldf.site
2606:4700:3036::ac43:bc42               # joomxer.fun
2606:4700:3036::ac43:bc6d               # stquality.org
2606:4700:3036::ac43:bc7e               # qpgbxpuoepxyb.online
2606:4700:3036::ac43:bc7f               # cwpnnceaolies.global
2606:4700:3036::ac43:bcc7               # vipads.cc
2606:4700:3036::ac43:bd05               # fandelcot.com
2606:4700:3036::ac43:bd6d               # ggwoarzpalvlg.site
2606:4700:3036::ac43:bd8b               # goathaga.top
2606:4700:3036::ac43:bdba               # velodran.com
2606:4700:3036::ac43:be2a               # bzddpjcutxcvk.today
2606:4700:3036::ac43:be43               # hornywomancrsu.com
2606:4700:3036::ac43:be7a               # crosspromotion-us.avosapps.us
2606:4700:3036::ac43:bea6               # rotateme.ru
2606:4700:3036::ac43:bec9               # pmhltxilxakly.site
2606:4700:3036::ac43:bf92               # 91ks.online
2606:4700:3036::ac43:bfb8               # iicwmzxgqsjfu.space
2606:4700:3036::ac43:bfcc               # pvnwfoxrfezes.space
2606:4700:3036::ac43:c0e2               # bnmqtggqjoqic.buzz
2606:4700:3036::ac43:c10e               # migcradnebxmy.website
2606:4700:3036::ac43:c116               # quangcao.fff.com.vn
2606:4700:3036::ac43:c133               # dyogndyfpctbo.xyz
2606:4700:3036::ac43:c134               # tzegilo.com
2606:4700:3036::ac43:c195               # mcocayxlebnuv.space
2606:4700:3036::ac43:c1a9               # actionrtb.com
2606:4700:3036::ac43:c1b4               # pritesol.com
2606:4700:3036::ac43:c230               # superstriker.net
2606:4700:3036::ac43:c23a               # ccdgqqaukssmx.website
2606:4700:3036::ac43:c250               # vovhalrrqiowz.love
2606:4700:3036::ac43:c254               # zwk7ybbg.net
2606:4700:3036::ac43:c2b8               # eclnqdlbtgokj.site
2606:4700:3036::ac43:c2d4               # nwwais.com
2606:4700:3036::ac43:c301               # wwqsvldq.work
2606:4700:3036::ac43:c41c               # w0we.com
2606:4700:3036::ac43:c451               # 291hkcido.de
2606:4700:3036::ac43:c4a2               # jimimpwmgzycc.site
2606:4700:3036::ac43:c4e2               # tbavixmkrnspx.space
2606:4700:3036::ac43:c502               # dispatchfeed.com
2606:4700:3036::ac43:c513               # a.sakh.com
2606:4700:3036::ac43:c521               # kivnebwejssep.site
2606:4700:3036::ac43:c573               # abruptroad.com
2606:4700:3036::ac43:c57d               # cookies.cmpnet.com
2606:4700:3036::ac43:c5e0               # dalymix.com
2606:4700:3036::ac43:c5ee               # getzvpeewhnum.online
2606:4700:3036::ac43:c643               # 070880.com
2606:4700:3036::ac43:c751               # fermolo.info
2606:4700:3036::ac43:c779               # vvtwasjebvswf.website
2606:4700:3036::ac43:c7a2               # bkqykixrzrgwr.space
2606:4700:3036::ac43:c7aa               # reypelis.tv
2606:4700:3036::ac43:c7c0               # goodbusinesspark.com
2606:4700:3036::ac43:c7dd               # zvmxpklpnnenv.site
2606:4700:3036::ac43:c895               # cquozcdrrbcua.online
2606:4700:3036::ac43:c8ee               # picmega.com
2606:4700:3036::ac43:c924               # uz-kqtecqs.space
2606:4700:3036::ac43:c942               # pooksys.site
2606:4700:3036::ac43:c9d7               # djmwjvmpkchtg.website
2606:4700:3036::ac43:ca7e               # xzqpz.com
2606:4700:3036::ac43:ca9f               # cutrpntdxxroa.store
2606:4700:3036::ac43:cabc               # saturdaymarryspill.com
2606:4700:3036::ac43:cb08               # nqmtzldnhcree.store
2606:4700:3036::ac43:cb1f               # 1p8ln1dtr.de
2606:4700:3036::ac43:cb3d               # gxrpbnhskxrtj.vip
2606:4700:3036::ac43:cb4b               # upkpezmxsosqa.today
2606:4700:3036::ac43:cbed               # kiqqxuwxgboqm.icu
2606:4700:3036::ac43:cc0a               # uzdhsjuhrw.com
2606:4700:3036::ac43:cc7e               # hjcgucgcypvex.store
2606:4700:3036::ac43:ccfd               # ahwzqqlumpyba.website
2606:4700:3036::ac43:ce33               # flowworksfivesphere.com
2606:4700:3036::ac43:cfca               # directdexchange.com
2606:4700:3036::ac43:d02a               # show-creative1.com
2606:4700:3036::ac43:d106               # xoqod.sbs
2606:4700:3036::ac43:d107               # xvlpksjchavbe.store
2606:4700:3036::ac43:d109               # rizuvnddwycjm.space
2606:4700:3036::ac43:d135               # vwbbphonljgrr.website
2606:4700:3036::ac43:d153               # ad.kissanime.sx
2606:4700:3036::ac43:d15e               # sexemulator.tube-sexs.com
2606:4700:3036::ac43:d1a0               # bumaqblyqviw.fun
2606:4700:3036::ac43:d1c0               # fjmuoavraiszj.space
2606:4700:3036::ac43:d1d2               # allanimehentai.com
2606:4700:3036::ac43:d20b               # jacwkbauzs.com
2606:4700:3036::ac43:d233               # cl0udh0st1ng.com
2606:4700:3036::ac43:d260               # nexium33bv.com
2606:4700:3036::ac43:d2dc               # 2kata.ru
2606:4700:3036::ac43:d31b               # qjlyfestjozoo.site
2606:4700:3036::ac43:d344               # missiondues.com
2606:4700:3036::ac43:d385               # ad.cub.red
2606:4700:3036::ac43:d387               # koyyppqoesnvh.website
2606:4700:3036::ac43:d3c6               # bj2550.com
2606:4700:3036::ac43:d3d6               # oowkzpjo-o.click
2606:4700:3036::ac43:d41a               # mepkbonqzmuvl.xyz
2606:4700:3036::ac43:d43d               # datingtopgirls.com
2606:4700:3036::ac43:d4a5               # kinley.com
2606:4700:3036::ac43:d4c5               # tororango.com
2606:4700:3036::ac43:d56a               # odvazhfsnswns.online
2606:4700:3036::ac43:d5d5               # ads.whoishostingthis.com
2606:4700:3036::ac43:d637               # yfaagzkhqcjxm.site
2606:4700:3036::ac43:d654               # webpageviews.click
2606:4700:3036::ac43:d72b               # awnexus.com
2606:4700:3036::ac43:d79a               # ditchdigging.lat
2606:4700:3036::ac43:d888               # porncrash.com
2606:4700:3036::ac43:d90d               # telwrite.com
2606:4700:3036::ac43:d914               # fstmshtlaurzt.store
2606:4700:3036::ac43:d9a2               # tslamrzckfctp.icu
2606:4700:3036::ac43:d9b9               # nqsizzyicehpm.one
2606:4700:3036::ac43:d9bf               # japans-offers.com
2606:4700:3036::ac43:da1f               # zejyoelgljenc.site
2606:4700:3036::ac43:da50               # nvxbjvswajhug.space
2606:4700:3036::ac43:da66               # bottlestonightapp.com
2606:4700:3036::ac43:da73               # appwall.tv2phone.cn
2606:4700:3036::ac43:da9e               # ladnet.co
2606:4700:3036::ac43:dab1               # googleailesi.com
2606:4700:3036::ac43:daf7               # twstat.lifenewsjr.com
2606:4700:3036::ac43:db0e               # 1m72cfole.de
2606:4700:3036::ac43:db0f               # tagd-otmhf.world
2606:4700:3036::ac43:db40               # wdcwmeklhgnfc.xyz
2606:4700:3036::ac43:db8d               # max-adserv.com
2606:4700:3036::ac43:dbb7               # gigboost.me
2606:4700:3036::ac43:dbfd               # wyzebqwblwuxt.store
2606:4700:3036::ac43:dc7c               # sukspcwrnqpbs.life
2606:4700:3036::ac43:dcbd               # menu.metu.vn
2606:4700:3036::ac43:dcdf               # moegryuzufczg.space
2606:4700:3036::ac43:dcec               # m2xg.space
2606:4700:3036::ac43:dd99               # lsefpqchaizsv.site
2606:4700:3036::ac43:de2f               # coinverti.com
2606:4700:3036::ac43:de43               # adstook.com
2606:4700:3036::ac43:de5f               # vmecbdkpvugpj.website
2606:4700:3036::ac43:de88               # ghdwowvotygjw.website
2606:4700:3036::ac43:de9e               # povtswuewziqa.space
2606:4700:3036::ac43:deab               # ntmreohudibfo.buzz
2606:4700:3036::ac43:dec1               # djgdmnyuokahc.site
2606:4700:3036::ac43:dec8               # aqdbfqsbnwpkb.website
2606:4700:3036::ac43:dee4               # speedybytes.cfd
2606:4700:3036::ac43:df38               # xyntqqrtdrjzk.online
2606:4700:3036::ac43:dfc8               # premium4kflix.website
2606:4700:3037::6815:1011               # livxlilsq.click
2606:4700:3037::6815:1013               # xurlctzwmnnxm.site
2606:4700:3037::6815:1045               # wait4hour.info
2606:4700:3037::6815:1055               # 14fefmsjd.de
2606:4700:3037::6815:106c               # aoqenxgnxtnnc.club
2606:4700:3037::6815:106f               # taikmhgkfngjx.today
2606:4700:3037::6815:10ae               # oklaozkkitxoz.online
2606:4700:3037::6815:10b2               # nscrskxrpsezh.site
2606:4700:3037::6815:10b6               # digzjnuguwwxr.online
2606:4700:3037::6815:10f                # highercldfrevb.com
2606:4700:3037::6815:1133               # ctsbiznoeogh.site
2606:4700:3037::6815:1169               # ouy3.site
2606:4700:3037::6815:1171               # adblockeromega.com
2606:4700:3037::6815:11ad               # ymvmsuqjukrrv.online
2606:4700:3037::6815:11c1               # mmnajttjehrhx.today
2606:4700:3037::6815:11e1               # traffdaq.com
2606:4700:3037::6815:11e3               # sezonlukdizi.com
2606:4700:3037::6815:125d               # qrcvbzqlsbshx.space
2606:4700:3037::6815:1272               # sqrekndc.fun
2606:4700:3037::6815:12b8               # refpa4293501.top
2606:4700:3037::6815:12ba               # cfzrh-xqwrv.site
2606:4700:3037::6815:12e9               # uqecqpnnzt.online
2606:4700:3037::6815:130b               # ajewzcsnmnjex.site
2606:4700:3037::6815:132d               # ueykjfltxqsb.space
2606:4700:3037::6815:1337               # ftgprtrhfntks.today
2606:4700:3037::6815:1351               # 3qfe1gfa.de
2606:4700:3037::6815:1389               # haeyehedgctru.website
2606:4700:3037::6815:13ca               # u29qnuav3i6p.com
2606:4700:3037::6815:13cb               # efemsvcdjuov.com
2606:4700:3037::6815:13cf               # dvxrxm-cxo.top
2606:4700:3037::6815:14f6               # log.pullcenter.live
2606:4700:3037::6815:1568               # eiugmavhnmuhb.store
2606:4700:3037::6815:15d4               # analytics.propensity.com
2606:4700:3037::6815:1674               # shuhvohkdzjfm.site
2606:4700:3037::6815:1699               # adbn.masterinvest.info
2606:4700:3037::6815:16b8               # awistats.com
2606:4700:3037::6815:16fd               # uonuvcrnert.com
2606:4700:3037::6815:170e               # lrhffbdwkplxf.website
2606:4700:3037::6815:174                # gvdjmcztiqwhw.website
2606:4700:3037::6815:174b               # ad-x.co.uk
2606:4700:3037::6815:1750               # xgubwpvoyqgtd.online
2606:4700:3037::6815:1761               # dcgjpojm.space
2606:4700:3037::6815:177f               # e.fomo.com
2606:4700:3037::6815:17b0               # cpkwmmawszpkj.store
2606:4700:3037::6815:17b8               # mxjwznfcryxli.life
2606:4700:3037::6815:17d                # lfnwxpcbfpkcx.website
2606:4700:3037::6815:17fd               # ixtzexgnofhym.space
2606:4700:3037::6815:1846               # ckitwlmqy-c.today
2606:4700:3037::6815:1863               # ofhzqxpfhusrw.website
2606:4700:3037::6815:1878               # gamingonline.top
2606:4700:3037::6815:188a               # twstat.lifenewsjr.com
2606:4700:3037::6815:1892               # wdcwmeklhgnfc.xyz
2606:4700:3037::6815:18da               # yjrrwchaz.com
2606:4700:3037::6815:18e4               # nuamhmoviliol.online
2606:4700:3037::6815:1957               # jofzlmsbvfpld.website
2606:4700:3037::6815:1994               # mejlwlzjcbkjn.space
2606:4700:3037::6815:1a14               # 1sqfobn52.de
2606:4700:3037::6815:1a5f               # mzvjugwokrbyc.website
2606:4700:3037::6815:1aad               # kibyglsp.top
2606:4700:3037::6815:1aae               # ulisxyz.store
2606:4700:3037::6815:1b45               # uptimecdn.com
2606:4700:3037::6815:1bb5               # koryakyjpoprw.space
2606:4700:3037::6815:1bc3               # mdocqwipifyhu.buzz
2606:4700:3037::6815:1bc5               # gujqjoqszgwkv.online
2606:4700:3037::6815:1bd7               # icyads.com
2606:4700:3037::6815:1bfe               # aywivflptwd.com
2606:4700:3037::6815:1c20               # infirmiere-moyersoen.be
2606:4700:3037::6815:1c75               # qxhspimg.com
2606:4700:3037::6815:1c90               # tizermy.net
2606:4700:3037::6815:1c9d               # pb.s3wfg.com
2606:4700:3037::6815:1ca3               # 30koqnlks.de
2606:4700:3037::6815:1ceb               # tblnreehmapc.com
2606:4700:3037::6815:1d36               # gsrctroclqloz.tech
2606:4700:3037::6815:1d3c               # mydzcajckvmzp.website
2606:4700:3037::6815:1d4a               # gomnlt.com
2606:4700:3037::6815:1d73               # hrmdw8da.net
2606:4700:3037::6815:1dbb               # aohegrogmzgxy.space
2606:4700:3037::6815:1df9               # uoenkcbxwumqh.xyz
2606:4700:3037::6815:1dfa               # video-adblocker.com
2606:4700:3037::6815:1e3a               # ufbcrgms.com
2606:4700:3037::6815:1eb8               # msjukinogbtji.fun
2606:4700:3037::6815:1f12               # ad.duapps.com
2606:4700:3037::6815:1f15               # v0h8c6kcd8wd9lzg2mtlo0gj7cju82latost2c8qjs2gj6yti8zhs5kltx7d.me
2606:4700:3037::6815:1f32               # vmring.cc
2606:4700:3037::6815:1f51               # bhwfvfevnqg.com
2606:4700:3037::6815:1f8                # track.17goforward.com
2606:4700:3037::6815:1f83               # yvpswmiipjhni.life
2606:4700:3037::6815:1fbd               # antiagingbiocream.com
